time,trade,size,ask,os,bid,bs
140156,3446.800000,2,3446.800000,3,3446.600000,11
140157,3446.600000,2,3446.800000,2,3446.600000,11
140157,3446.800000,3,3447.000000,13,3446.800000,3
140158,3446.600000,4,3447.000000,11,3446.600000,10
140159,3446.800000,6,3447.000000,10,3446.800000,5
140159,3447.000000,2,3447.000000,8,3446.800000,5
140200,3447.000000,8,3447.200000,6,3447.000000,1
140200,3447.000000,2,3447.000000,7,3446.800000,6
140201,3447.000000,2,3447.000000,6,3446.800000,5
140201,3446.800000,3,3447.000000,4,3446.800000,4
140202,3447.000000,1,3447.000000,3,3446.800000,4
140203,3447.000000,2,3447.000000,1,3446.800000,4
140204,3447.000000,1,3447.000000,4,3446.800000,6
140205,3446.800000,4,3447.000000,1,3446.800000,3
140205,3446.800000,1,3447.000000,2,3446.800000,2
140206,3447.000000,1,3447.000000,2,3446.800000,2
140206,3447.000000,1,3447.000000,1,3446.800000,2
140207,3447.000000,1,3447.200000,6,3447.000000,8
140208,3447.000000,4,3447.200000,6,3447.000000,16
140208,3447.000000,3,3447.200000,4,3447.000000,15
140209,3447.200000,4,3447.400000,13,3447.200000,2
140209,3447.200000,1,3447.400000,13,3447.200000,7
140211,3447.400000,1,3447.400000,12,3447.200000,8
140211,3447.200000,1,3447.400000,12,3447.200000,7
140212,3447.200000,1,3447.400000,12,3447.200000,6
140212,3447.200000,1,3447.400000,12,3447.000000,18
140213,3447.200000,1,3447.400000,11,3447.000000,18
140215,3447.200000,1,3447.200000,2,3447.000000,18
140216,3447.000000,1,3447.200000,3,3447.000000,17
140218,3447.000000,1,3447.200000,4,3447.000000,16
140219,3447.200000,2,3447.200000,2,3447.000000,18
140219,3447.000000,1,3447.200000,2,3447.000000,17
140220,3447.200000,3,3447.400000,13,3447.200000,1
140220,3447.000000,4,3447.400000,13,3447.000000,14
140223,3447.200000,1,3447.400000,13,3447.200000,2
140223,3447.200000,1,3447.400000,13,3447.200000,1
140224,3447.400000,1,3447.400000,12,3447.200000,1
140225,3447.400000,2,3447.400000,11,3447.000000,14
140227,3447.000000,6,3447.200000,4,3447.000000,8
140227,3447.000000,6,3447.200000,4,3447.000000,2
140228,3447.000000,2,3447.200000,4,3446.800000,5
140228,3446.800000,5,3446.800000,4,3446.600000,5
140229,3447.000000,6,3447.000000,1,3446.600000,5
140229,3447.000000,1,3447.200000,4,3446.600000,5
140230,3447.200000,1,3447.200000,4,3446.600000,5
140232,3447.200000,2,3447.000000,3,3446.800000,1
140232,3447.000000,1,3447.000000,5,3446.800000,1
140233,3446.800000,1,3447.000000,6,3446.600000,5
140238,3446.800000,2,3447.000000,7,3446.800000,6
140239,3447.000000,9,3447.200000,11,3447.000000,1
140239,3446.800000,7,3446.800000,52,3446.600000,6
140240,3446.800000,1,3446.800000,51,3446.600000,8
140240,3446.600000,4,3446.800000,51,3446.600000,4
140241,3446.400000,7,3446.800000,51,3446.600000,1
140241,3446.600000,1,3446.600000,10,3446.200000,12
140243,3446.400000,5,3446.400000,9,3446.200000,8
140243,3446.400000,6,3446.400000,7,3446.200000,4
140244,3446.400000,4,3446.400000,5,3446.200000,2
140244,3446.400000,4,3446.400000,1,3446.200000,2
140245,3446.200000,8,3446.200000,1,3446.000000,21
140245,3446.200000,12,3446.600000,5,3446.000000,13
140246,3446.000000,2,3446.600000,6,3446.000000,11
140247,3446.000000,2,3446.600000,7,3446.000000,9
140247,3446.000000,3,3446.600000,7,3446.000000,7
140248,3446.600000,1,3446.600000,6,3446.000000,7
140248,3446.600000,1,3446.600000,5,3446.000000,7
140249,3446.000000,1,3446.400000,12,3446.000000,6
140250,3446.000000,1,3446.200000,1,3446.000000,6
140251,3446.000000,2,3446.400000,13,3446.000000,6
140252,3446.000000,2,3446.400000,13,3446.000000,13
140254,3446.200000,1,3446.400000,13,3446.200000,6
140254,3446.400000,13,3446.600000,11,3446.400000,7
140255,3446.400000,5,3446.600000,10,3446.400000,2
140255,3446.200000,5,3446.600000,10,3446.200000,9
140257,3446.600000,1,3446.600000,9,3446.200000,13
140258,3446.600000,9,3446.600000,7,3446.200000,9
140300,3446.600000,1,3446.600000,6,3446.400000,14
140300,3446.400000,1,3446.600000,6,3446.400000,13
140302,3446.400000,1,3446.600000,6,3446.400000,12
140302,3446.400000,2,3446.600000,5,3446.400000,11
140303,3446.600000,5,3446.800000,3,3446.400000,11
140304,3446.800000,1,3446.800000,2,3446.600000,5
140305,3446.800000,1,3446.800000,2,3446.600000,15
140306,3446.800000,2,3447.000000,17,3446.600000,15
140307,3447.000000,1,3447.000000,16,3446.600000,15
140309,3447.000000,19,3447.200000,16,3447.000000,1
140310,3447.000000,17,3447.400000,11,3446.800000,2
140311,3447.000000,2,3447.400000,9,3447.000000,3
140311,3447.000000,2,3447.400000,9,3447.000000,3
140312,3447.400000,1,3447.400000,8,3447.000000,3
140312,3447.000000,1,3447.200000,1,3447.000000,4
140317,3447.200000,2,3447.200000,4,3447.000000,10
140317,3447.200000,2,3447.200000,4,3447.000000,10
140318,3447.200000,3,3447.200000,3,3447.000000,11
140319,3447.000000,1,3447.200000,4,3447.000000,10
140319,3447.200000,2,3447.200000,2,3447.000000,10
140320,3446.800000,11,3447.000000,11,3446.800000,14
140321,3447.000000,1,3447.000000,10,3446.800000,14
140322,3446.800000,1,3447.000000,12,3446.800000,13
140323,3447.000000,1,3447.000000,11,3446.800000,13
140324,3447.000000,12,3447.000000,1,3446.800000,7
140324,3447.000000,1,3447.200000,5,3447.000000,10
140326,3447.000000,1,3447.200000,5,3447.000000,10
140326,3447.000000,10,3447.200000,7,3446.800000,7
140327,3446.800000,5,3447.200000,7,3446.800000,3
140327,3447.200000,1,3447.200000,6,3446.800000,4
140328,3446.800000,2,3447.200000,6,3446.800000,2
140328,3447.000000,1,3447.200000,6,3446.800000,2
140329,3447.000000,1,3447.200000,8,3447.000000,1
140330,3446.800000,4,3447.000000,3,3446.800000,2
140331,3446.800000,2,3446.800000,1,3446.600000,14
140332,3446.800000,1,3447.000000,5,3446.800000,2
140334,3447.000000,1,3447.000000,5,3446.800000,2
140335,3446.800000,2,3447.000000,5,3446.600000,20
140337,3447.000000,2,3447.000000,4,3446.600000,20
140339,3446.600000,4,3446.800000,3,3446.600000,20
140340,3447.000000,4,3447.000000,2,3446.600000,20
140342,3447.000000,1,3447.000000,3,3446.600000,24
140343,3447.000000,1,3447.000000,2,3446.600000,24
140344,3446.600000,1,3447.000000,2,3446.600000,18
140345,3447.000000,2,3447.000000,20,3446.600000,18
140346,3446.800000,1,3447.000000,20,3446.600000,18
140347,3446.800000,2,3447.000000,20,3446.600000,18
140348,3447.000000,1,3447.000000,19,3446.600000,18
140349,3446.600000,2,3446.800000,5,3446.600000,16
140350,3446.800000,1,3446.800000,4,3446.600000,16
140351,3446.600000,1,3446.800000,4,3446.600000,15
140353,3446.800000,1,3446.800000,3,3446.600000,15
140353,3446.600000,2,3446.800000,3,3446.600000,13
140354,3447.000000,6,3447.000000,23,3446.600000,13
140355,3446.600000,2,3447.000000,24,3446.600000,12
140356,3446.600000,2,3447.000000,24,3446.600000,10
140359,3446.800000,2,3447.000000,26,3446.800000,2
140359,3446.800000,1,3447.000000,26,3446.800000,1
140400,3446.800000,4,3447.000000,26,3446.800000,7
140401,3446.800000,1,3447.000000,26,3446.800000,6
140401,3446.600000,9,3447.000000,27,3446.600000,26
140402,3447.000000,9,3447.000000,19,3446.600000,25
140403,3446.600000,1,3447.000000,21,3446.600000,42
140405,3447.000000,13,3447.000000,8,3446.800000,9
140405,3446.800000,1,3447.000000,8,3446.800000,9
140406,3447.000000,8,3447.200000,17,3447.000000,6
140407,3447.200000,12,3447.200000,5,3447.000000,23
140408,3447.200000,4,3447.200000,1,3447.000000,23
140408,3447.200000,2,3447.400000,8,3447.200000,4
140409,3447.600000,10,3447.600000,10,3447.200000,12
140409,3447.000000,31,3447.000000,20,3446.800000,9
140410,3447.000000,2,3447.000000,19,3446.800000,8
140411,3447.000000,24,3447.200000,14,3447.000000,13
140412,3447.000000,1,3447.200000,2,3447.000000,14
140412,3447.400000,5,3447.400000,9,3447.000000,14
140415,3447.400000,1,3447.600000,11,3447.400000,1
140415,3447.600000,1,3447.600000,10,3447.400000,1
140416,3447.400000,1,3447.600000,10,3447.200000,2
140417,3447.400000,1,3447.400000,4,3447.200000,2
140418,3447.400000,7,3447.400000,1,3447.200000,2
140419,3447.400000,2,3447.600000,12,3447.400000,1
140420,3447.400000,1,3447.600000,12,3447.200000,2
140420,3447.000000,3,3447.400000,1,3447.000000,32
140421,3447.000000,1,3447.400000,6,3447.000000,31
140422,3447.000000,2,3447.200000,1,3447.000000,29
140422,3447.400000,2,3447.400000,6,3447.000000,29
140423,3447.200000,2,3447.400000,6,3447.200000,5
140423,3447.200000,4,3447.400000,6,3447.200000,1
140424,3447.400000,9,3447.600000,19,3447.400000,4
140424,3447.400000,3,3447.600000,19,3447.400000,1
140425,3447.200000,2,3447.600000,19,3447.200000,1
140425,3447.000000,2,3447.600000,19,3447.000000,28
140426,3447.000000,2,3447.400000,1,3447.000000,26
140428,3447.200000,3,3447.400000,6,3447.000000,26
140429,3447.000000,4,3447.200000,3,3447.000000,22
140431,3447.200000,2,3447.200000,2,3447.000000,22
140432,3447.200000,2,3447.200000,1,3447.000000,21
140432,3447.200000,2,3447.200000,7,3447.000000,20
140433,3447.000000,10,3447.200000,8,3447.000000,10
140434,3447.000000,8,3447.200000,8,3447.000000,3
140434,3447.000000,1,3447.200000,9,3447.000000,2
140435,3447.000000,6,3447.200000,9,3447.000000,1
140435,3447.000000,1,3447.200000,9,3446.800000,2
140437,3446.800000,2,3447.000000,8,3446.600000,15
140439,3446.600000,5,3446.800000,1,3446.600000,11
140440,3446.600000,1,3446.800000,1,3446.600000,10
140441,3446.600000,2,3446.800000,2,3446.600000,10
140443,3446.600000,2,3446.800000,3,3446.600000,8
140444,3446.600000,1,3446.800000,4,3446.600000,7
140445,3446.600000,1,3446.800000,4,3446.600000,6
140445,3446.600000,6,3446.800000,4,3446.400000,1
140446,3446.400000,1,3446.600000,2,3446.200000,11
140448,3446.200000,1,3446.600000,2,3446.200000,11
140448,3446.200000,5,3446.600000,1,3446.200000,7
140449,3446.600000,1,3446.800000,5,3446.600000,4
140449,3446.600000,4,3446.600000,1,3446.200000,7
140450,3446.200000,1,3446.600000,3,3446.200000,6
140450,3446.200000,1,3446.600000,9,3446.200000,5
140451,3446.400000,1,3446.400000,4,3446.200000,5
140451,3446.400000,2,3446.400000,2,3446.200000,5
140452,3446.200000,4,3446.400000,3,3446.000000,24
140453,3446.200000,1,3446.400000,4,3446.000000,24
140454,3446.400000,2,3446.400000,3,3446.200000,1
140454,3446.400000,1,3446.400000,2,3446.200000,2
140455,3446.200000,4,3446.200000,3,3446.000000,25
140455,3446.000000,7,3446.200000,3,3446.000000,19
140456,3446.000000,19,3446.000000,6,3445.800000,2
140457,3445.800000,2,3445.800000,4,3445.600000,2
140458,3445.800000,1,3445.800000,3,3445.600000,2
140458,3445.800000,4,3446.000000,7,3445.600000,1
140459,3445.600000,3,3445.800000,1,3445.400000,1
140500,3445.600000,2,3445.800000,1,3445.400000,3
140500,3445.600000,2,3446.000000,7,3445.400000,4
140501,3445.400000,1,3446.000000,7,3445.400000,3
140501,3445.400000,1,3446.000000,7,3445.600000,6
140502,3445.600000,4,3446.000000,6,3445.600000,3
140502,3445.600000,4,3446.000000,6,3445.800000,7
140503,3445.800000,3,3446.000000,6,3445.800000,4
140503,3445.600000,5,3446.000000,7,3445.600000,2
140504,3445.600000,1,3446.000000,7,3445.800000,2
140504,3445.800000,1,3446.000000,7,3445.800000,1
140505,3445.800000,1,3446.000000,7,3445.800000,30
140505,3445.800000,3,3446.000000,7,3445.800000,27
140506,3445.800000,4,3446.000000,4,3445.800000,26
140507,3446.000000,9,3446.000000,3,3445.800000,19
140507,3446.000000,1,3446.000000,2,3445.800000,19
140508,3446.000000,3,3446.200000,8,3446.000000,4
140508,3446.200000,4,3446.200000,4,3446.000000,6
140509,3446.000000,7,3446.200000,4,3445.800000,18
140509,3445.800000,1,3446.000000,2,3445.800000,17
140510,3446.000000,1,3446.000000,1,3445.800000,17
140510,3445.800000,1,3446.000000,1,3445.800000,17
140511,3446.000000,2,3446.200000,4,3446.000000,9
140512,3446.200000,5,3446.400000,1,3446.200000,1
140513,3446.200000,1,3446.400000,1,3446.200000,1
140513,3446.200000,2,3446.600000,2,3446.000000,13
140514,3446.000000,1,3446.600000,2,3446.000000,13
140515,3446.200000,1,3446.600000,2,3446.200000,11
140516,3446.200000,2,3446.600000,2,3446.200000,9
140517,3446.200000,3,3446.600000,2,3446.200000,4
140518,3446.400000,1,3446.600000,2,3446.400000,6
140520,3446.600000,8,3446.600000,1,3446.200000,14
140521,3446.200000,1,3446.600000,3,3446.200000,13
140522,3446.200000,1,3446.600000,3,3446.200000,12
140524,3446.600000,1,3446.600000,6,3446.200000,14
140526,3446.400000,1,3446.600000,9,3446.400000,1
140526,3446.400000,1,3446.600000,9,3446.200000,14
140531,3446.400000,1,3446.600000,12,3446.400000,11
140532,3446.600000,1,3446.600000,11,3446.400000,11
140533,3446.400000,1,3446.600000,14,3446.400000,11
140534,3446.400000,1,3446.600000,14,3446.400000,10
140536,3446.400000,4,3446.600000,12,3446.400000,6
140537,3446.600000,1,3446.600000,11,3446.400000,6
140538,3446.400000,1,3446.600000,11,3446.400000,4
140539,3446.400000,4,3446.600000,11,3446.400000,1
140539,3446.400000,2,3446.400000,3,3446.200000,16
140542,3446.400000,7,3446.400000,2,3446.200000,11
140543,3446.400000,2,3446.600000,12,3446.200000,11
140544,3446.400000,1,3446.600000,12,3446.400000,1
140545,3446.200000,2,3446.600000,12,3446.200000,11
140546,3446.400000,1,3446.600000,12,3446.400000,6
140547,3446.400000,1,3446.600000,12,3446.400000,5
140548,3446.400000,7,3446.400000,2,3446.200000,42
140549,3446.400000,2,3446.600000,14,3446.400000,3
140549,3446.400000,1,3446.600000,14,3446.400000,2
140553,3446.600000,3,3446.600000,15,3446.400000,4
140553,3446.400000,1,3446.600000,15,3446.400000,3
140554,3446.600000,1,3446.600000,14,3446.400000,4
140557,3446.600000,12,3446.600000,2,3446.400000,16
140558,3446.600000,2,3446.800000,20,3446.600000,2
140559,3446.600000,2,3446.800000,19,3446.600000,1
140559,3446.400000,2,3446.800000,19,3446.600000,1
140600,3446.600000,3,3446.800000,10,3446.400000,19
140601,3446.600000,2,3446.800000,10,3446.600000,8
140602,3446.600000,1,3446.800000,10,3446.600000,7
140603,3446.600000,2,3446.800000,11,3446.600000,5
140603,3446.600000,1,3446.800000,11,3446.600000,4
140604,3446.400000,5,3446.800000,11,3446.400000,19
140604,3446.800000,11,3447.000000,5,3446.400000,19
140606,3446.600000,1,3447.000000,5,3446.400000,19
140606,3447.000000,2,3447.000000,4,3446.400000,19
140607,3447.000000,1,3447.000000,7,3446.600000,7
140608,3446.600000,8,3446.600000,2,3446.400000,19
140609,3446.600000,8,3446.800000,1,3446.600000,7
140610,3447.000000,18,3447.200000,5,3447.000000,16
140610,3447.000000,1,3447.200000,5,3447.000000,15
140611,3447.000000,2,3447.200000,5,3447.000000,13
140611,3447.000000,2,3447.200000,5,3447.000000,11
140613,3447.000000,1,3447.200000,5,3447.000000,11
140613,3447.000000,6,3447.400000,7,3447.000000,11
140614,3447.000000,2,3447.400000,7,3447.000000,9
140615,3447.400000,1,3447.400000,6,3447.200000,1
140616,3447.400000,1,3447.400000,5,3447.200000,1
140616,3447.400000,3,3447.400000,2,3447.200000,1
140617,3447.200000,2,3447.600000,16,3447.400000,1
140617,3447.400000,1,3447.400000,2,3447.000000,10
140618,3447.400000,1,3447.400000,1,3447.000000,10
140618,3447.400000,4,3447.200000,3,3447.000000,10
140619,3447.600000,5,3447.200000,3,3447.000000,10
140620,3447.200000,3,3447.200000,1,3447.000000,10
140620,3447.600000,5,3447.600000,6,3447.000000,10
140622,3447.600000,1,3447.600000,5,3447.200000,7
140622,3447.600000,4,3447.600000,4,3447.200000,4
140623,3447.600000,2,3447.600000,2,3447.200000,4
140624,3447.600000,2,3447.600000,2,3447.400000,5
140624,3447.800000,10,3447.800000,1,3447.400000,5
140625,3447.800000,6,3447.800000,2,3447.400000,1
140626,3447.800000,2,3448.000000,35,3447.400000,1
140626,3448.000000,1,3448.000000,34,3447.600000,1
140627,3447.400000,2,3447.400000,1,3447.200000,6
140627,3447.800000,2,3447.800000,8,3447.200000,6
140628,3447.400000,5,3447.800000,5,3447.600000,1
140628,3447.800000,6,3448.000000,34,3447.400000,4
140629,3448.000000,1,3448.000000,33,3447.400000,4
140629,3448.000000,3,3448.000000,31,3447.400000,4
140630,3448.000000,2,3448.000000,29,3447.400000,4
140631,3448.000000,2,3447.600000,6,3447.400000,5
140631,3447.600000,5,3447.600000,2,3447.400000,4
140632,3447.800000,3,3447.800000,3,3447.600000,4
140632,3447.600000,3,3447.800000,6,3447.600000,3
140633,3447.800000,5,3447.800000,9,3447.600000,9
140633,3447.600000,3,3447.800000,17,3447.600000,7
140634,3447.600000,4,3447.800000,17,3447.600000,2
140635,3447.600000,2,3447.800000,26,3447.600000,1
140636,3447.400000,7,3447.800000,30,3447.400000,1
140636,3447.400000,1,3447.600000,3,3447.200000,6
140637,3447.600000,2,3447.600000,1,3447.200000,6
140638,3447.800000,3,3447.600000,4,3447.200000,5
140639,3447.200000,1,3447.600000,5,3447.200000,3
140640,3447.600000,4,3447.600000,2,3447.400000,1
140640,3447.600000,3,3447.800000,36,3447.200000,3
140642,3447.200000,1,3447.400000,2,3447.200000,2
140643,3447.200000,1,3447.400000,2,3447.200000,1
140643,3447.000000,4,3447.600000,7,3447.000000,9
140644,3447.000000,3,3447.400000,1,3447.000000,6
140645,3447.000000,1,3447.400000,1,3447.000000,6
140646,3447.000000,6,3447.000000,8,3446.800000,12
140646,3447.000000,2,3447.000000,9,3446.800000,12
140647,3447.000000,1,3447.000000,8,3446.800000,12
140648,3447.000000,6,3447.000000,5,3446.800000,10
140649,3447.000000,1,3447.000000,4,3446.800000,16
140651,3447.000000,1,3447.000000,3,3446.800000,16
140651,3447.000000,3,3447.200000,4,3447.000000,4
140652,3447.000000,1,3447.200000,4,3447.000000,4
140654,3446.800000,7,3447.200000,4,3446.800000,16
140655,3446.800000,7,3447.200000,3,3446.800000,12
140700,3447.200000,1,3447.200000,3,3447.000000,11
140701,3447.000000,1,3447.200000,3,3447.000000,10
140702,3447.000000,2,3447.200000,3,3447.000000,8
140702,3447.000000,3,3447.200000,3,3447.000000,6
140703,3447.000000,1,3447.200000,7,3447.000000,5
140704,3447.200000,1,3447.200000,6,3447.000000,5
140706,3447.000000,6,3447.200000,4,3447.000000,1
140708,3447.000000,1,3447.200000,4,3446.800000,12
140712,3446.800000,2,3447.000000,6,3446.800000,11
140713,3447.000000,1,3447.000000,6,3446.800000,11
140715,3447.000000,1,3447.000000,14,3446.800000,11
140717,3446.800000,1,3447.000000,15,3446.800000,9
140717,3447.000000,7,3447.000000,10,3446.800000,7
140718,3446.800000,1,3447.000000,10,3446.800000,6
140718,3447.000000,2,3447.000000,8,3446.800000,5
140719,3446.800000,1,3447.000000,8,3446.800000,4
140720,3446.800000,1,3447.000000,8,3446.800000,3
140721,3446.800000,1,3447.000000,8,3446.800000,2
140724,3446.800000,1,3447.000000,9,3446.800000,2
140724,3446.800000,2,3447.000000,9,3446.800000,2
140726,3446.800000,1,3447.000000,9,3446.800000,4
140728,3447.000000,3,3447.000000,7,3446.800000,6
140729,3447.000000,1,3447.000000,7,3446.800000,6
140732,3447.000000,1,3447.000000,6,3446.800000,11
140733,3447.400000,10,3447.400000,8,3446.800000,11
140737,3447.200000,1,3447.200000,2,3447.000000,2
140739,3447.000000,5,3447.000000,3,3446.800000,8
140740,3447.000000,3,3447.200000,2,3447.000000,1
140741,3447.200000,1,3447.200000,1,3447.000000,2
140742,3447.200000,1,3447.200000,2,3447.000000,3
140743,3447.200000,2,3447.200000,1,3447.000000,3
140744,3447.000000,2,3447.400000,8,3447.000000,5
140744,3447.000000,2,3447.400000,9,3447.000000,6
140747,3447.000000,1,3447.400000,10,3447.000000,7
140748,3447.000000,6,3447.400000,10,3447.000000,2
140750,3447.400000,1,3447.400000,14,3447.000000,2
140752,3447.000000,2,3447.400000,7,3446.800000,16
140753,3447.000000,1,3447.400000,7,3447.000000,5
140757,3447.000000,4,3447.200000,3,3447.000000,13
140758,3447.200000,2,3447.200000,4,3447.000000,12
140758,3447.000000,3,3447.200000,4,3447.000000,10
140759,3447.200000,1,3447.200000,3,3447.000000,10
140759,3447.200000,1,3447.200000,2,3447.000000,10
140800,3447.200000,29,3447.400000,10,3447.200000,5
140801,3447.200000,2,3447.400000,6,3447.200000,3
140802,3447.200000,1,3447.400000,6,3447.200000,3
140803,3447.200000,1,3447.400000,6,3447.200000,2
140803,3447.200000,2,3447.200000,12,3446.600000,13
140804,3447.200000,1,3447.200000,11,3446.600000,13
140806,3447.000000,1,3447.200000,12,3446.600000,13
140807,3447.200000,10,3447.200000,2,3446.600000,13
140810,3447.000000,1,3447.200000,2,3447.000000,5
140811,3447.000000,1,3447.200000,2,3447.000000,6
140812,3447.200000,2,3447.200000,1,3447.000000,5
140818,3447.200000,2,3447.200000,11,3447.000000,8
140818,3447.000000,1,3447.200000,11,3447.000000,7
140819,3447.000000,1,3447.200000,11,3447.000000,6
140821,3447.000000,1,3447.200000,11,3447.000000,5
140822,3447.200000,1,3447.200000,10,3447.000000,5
140823,3447.000000,1,3447.200000,10,3447.000000,4
140827,3447.000000,4,3447.200000,11,3447.000000,6
140828,3447.000000,1,3447.200000,12,3447.000000,5
140829,3447.000000,1,3447.200000,12,3447.000000,4
140829,3447.000000,2,3447.200000,12,3447.000000,2
140832,3447.000000,1,3447.200000,27,3447.000000,1
140832,3447.000000,8,3447.200000,22,3447.000000,2
140833,3447.200000,2,3447.200000,20,3447.000000,2
140836,3447.000000,1,3447.200000,20,3447.000000,2
140836,3447.000000,2,3447.200000,20,3446.800000,11
140839,3447.000000,1,3447.000000,11,3446.800000,14
140840,3447.000000,4,3447.000000,10,3446.800000,11
140842,3447.000000,1,3447.000000,11,3446.800000,11
140843,3447.000000,1,3447.000000,10,3446.800000,11
140844,3447.000000,1,3447.000000,9,3446.800000,12
140847,3447.000000,1,3447.000000,8,3446.800000,12
140849,3447.000000,5,3447.000000,6,3446.800000,12
140850,3447.000000,1,3447.000000,5,3446.800000,12
140851,3447.000000,1,3447.000000,9,3446.800000,12
140853,3446.800000,1,3447.000000,9,3446.800000,12
140853,3447.000000,9,3447.200000,16,3446.800000,12
140855,3446.800000,9,3447.200000,16,3446.800000,3
140855,3446.800000,3,3446.800000,6,3446.600000,16
140856,3446.800000,3,3446.800000,3,3446.600000,16
140857,3446.800000,3,3447.200000,16,3446.600000,16
140858,3446.800000,1,3447.200000,16,3446.800000,55
140859,3447.000000,7,3447.200000,15,3446.800000,55
140902,3447.000000,1,3447.000000,4,3446.800000,3
140903,3446.800000,1,3447.000000,6,3446.800000,2
140904,3447.000000,2,3447.000000,4,3446.800000,2
140907,3446.800000,4,3446.800000,2,3446.600000,8
140909,3446.800000,7,3447.000000,2,3446.800000,48
140909,3447.000000,2,3447.200000,16,3446.800000,48
140911,3447.000000,1,3447.000000,1,3446.800000,49
140912,3447.000000,2,3447.000000,2,3446.800000,49
140913,3446.800000,4,3447.200000,21,3446.800000,48
140914,3447.000000,2,3447.000000,8,3446.800000,48
140915,3447.000000,1,3447.000000,8,3446.800000,48
140916,3447.000000,2,3447.000000,8,3446.800000,48
140917,3447.000000,2,3447.000000,6,3446.800000,48
140918,3447.000000,6,3447.200000,18,3447.000000,4
140918,3447.200000,2,3447.200000,16,3447.000000,4
140919,3447.000000,1,3447.200000,16,3447.000000,3
140920,3447.200000,5,3447.200000,11,3447.000000,4
140921,3447.200000,10,3447.200000,2,3447.000000,9
140921,3447.200000,1,3447.200000,1,3447.000000,9
140922,3447.200000,7,3447.400000,16,3447.200000,9
140923,3447.400000,3,3447.400000,13,3447.200000,15
140924,3447.400000,4,3447.400000,9,3447.200000,15
140924,3447.400000,4,3447.400000,5,3447.200000,15
140925,3447.400000,4,3447.400000,1,3447.200000,15
140925,3447.600000,20,3447.600000,1,3447.200000,15
140926,3447.600000,1,3447.800000,29,3447.400000,2
140927,3447.800000,9,3447.800000,21,3447.400000,6
140928,3447.800000,2,3447.800000,19,3447.400000,7
140928,3447.800000,7,3447.800000,11,3447.400000,7
140929,3447.800000,10,3447.800000,1,3447.400000,8
140930,3447.800000,1,3448.000000,30,3447.400000,10
140930,3447.400000,9,3448.000000,25,3447.400000,5
140931,3448.000000,10,3448.000000,16,3447.400000,4
140931,3448.000000,1,3448.000000,15,3447.800000,6
140932,3448.000000,15,3448.200000,1,3448.000000,23
140932,3448.200000,1,3448.400000,6,3448.000000,24
140933,3448.200000,1,3448.400000,6,3448.200000,8
140933,3448.200000,2,3448.400000,6,3448.200000,7
140934,3448.400000,4,3448.400000,2,3448.200000,11
140934,3448.600000,9,3448.600000,3,3448.400000,1
140935,3448.600000,4,3448.800000,6,3448.400000,3
140935,3448.600000,1,3448.800000,6,3448.600000,1
140936,3448.400000,15,3449.000000,6,3448.400000,3
140936,3449.000000,2,3449.000000,4,3448.800000,7
140937,3448.800000,7,3449.000000,3,3448.800000,12
140937,3449.000000,3,3449.200000,2,3449.000000,10
140938,3449.200000,3,3449.400000,1,3449.000000,15
140939,3449.000000,8,3449.200000,1,3449.000000,16
140940,3449.800000,3,3449.800000,7,3449.400000,1
140940,3449.400000,3,3449.400000,3,3449.200000,1
140941,3449.200000,3,3449.400000,4,3449.000000,10
140941,3449.400000,1,3449.400000,5,3449.000000,10
140942,3449.400000,9,3449.200000,6,3449.000000,9
140942,3449.200000,3,3449.200000,3,3449.000000,9
140943,3449.800000,14,3449.800000,2,3449.000000,3
140943,3448.800000,8,3449.800000,2,3449.600000,1
140944,3449.800000,2,3450.000000,11,3449.600000,1
140944,3449.400000,5,3449.200000,3,3448.800000,3
140945,3449.600000,5,3449.600000,7,3449.400000,2
140945,3449.600000,3,3449.600000,4,3449.400000,2
140946,3449.600000,7,3449.600000,1,3449.400000,2
140946,3449.400000,6,3450.000000,10,3449.400000,1
140947,3449.400000,1,3449.400000,1,3449.200000,9
140948,3449.200000,7,3450.000000,11,3449.800000,1
140948,3449.400000,3,3449.600000,1,3449.000000,1
140949,3449.600000,5,3449.600000,11,3449.000000,2
140950,3449.600000,7,3449.600000,4,3449.000000,4
140950,3449.600000,9,3449.800000,4,3449.400000,1
140951,3449.000000,4,3449.400000,1,3449.200000,1
140951,3449.600000,9,3449.600000,4,3448.800000,2
140952,3449.400000,1,3449.600000,22,3449.400000,1
140952,3449.400000,3,3449.000000,1,3448.800000,2
140953,3448.800000,4,3449.000000,1,3448.400000,6
140953,3449.400000,2,3449.400000,6,3449.200000,1
140954,3449.400000,1,3449.400000,5,3449.200000,1
140954,3449.200000,1,3449.200000,4,3449.000000,3
140955,3449.000000,1,3449.200000,4,3449.000000,2
140955,3449.000000,7,3449.000000,1,3448.400000,6
140956,3449.400000,6,3449.000000,2,3448.400000,6
140956,3448.400000,8,3449.000000,5,3448.600000,1
140957,3448.200000,10,3448.400000,15,3448.200000,3
140957,3448.400000,3,3448.400000,12,3448.200000,3
140958,3448.200000,2,3448.400000,12,3448.200000,1
140958,3448.200000,2,3448.200000,2,3448.000000,9
140959,3448.200000,2,3448.400000,12,3448.000000,9
141000,3448.200000,1,3448.400000,12,3448.000000,9
141001,3448.000000,6,3448.600000,9,3448.000000,5
141002,3448.600000,8,3448.600000,7,3448.200000,4
141002,3448.200000,1,3448.400000,1,3448.200000,8
